labels,Intensity
"[2.68, 2.58]","[0.38739514 0.38993881 0.39752285 0.41000842 0.42717046 0.44870591
 0.47424306 0.50335083 0.53554735 0.57030762 0.60707048 0.64524551
 0.68422012 0.72336727 0.76205417 0.79965159 0.83554402 0.86914013
 0.89988321 0.92726137 0.95081696 0.97015507 0.98495081 0.99495528
 1.         1.         0.99495528 0.98495081 0.97015507 0.95081696
 0.92726137 0.89988321 0.86914013 0.83554402 0.79965159 0.76205417
 0.72336727 0.68422012 0.64524551 0.60707048 0.57030762 0.53554735
 0.50335083 0.47424306 0.44870591 0.42717046 0.41000842 0.39752285
 0.38993881 0.38739514]"
"[1.59, 2.41]","[0.96850795 0.9686373  0.96902323 0.96965942 0.97053543 0.97163689
 0.97294574 0.9744405  0.97609665 0.97788703 0.97978224 0.98175119
 0.98376155 0.98578032 0.98777435 0.98971088 0.99155812 0.9932857
 0.99486526 0.99627082 0.99747929 0.9984708  0.99922906 0.99974161
 1.         1.         0.99974161 0.99922906 0.9984708  0.99747929
 0.99627082 0.99486526 0.9932857  0.99155812 0.98971088 0.98777435
 0.98578032 0.98376155 0.98175119 0.97978224 0.97788703 0.97609665
 0.9744405  0.97294574 0.97163689 0.97053543 0.96965942 0.96902323
 0.9686373  0.96850795]"
"[1.22, 0.87]","[1.         0.99394777 0.97587051 0.94600458 0.90473756 0.85259882
 0.79024686 0.71845368 0.63808675 0.55008936 0.45546017 0.35523329
 0.25046042 0.14219793 0.03150253 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03150253
 0.14219793 0.25046042 0.35523329 0.45546017 0.55008936 0.63808675
 0.71845368 0.79024686 0.85259882 0.90473756 0.94600458 0.97587051
 0.99394777 1.        ]"
"[2.94, 0.01]","[0.96345824 0.96360858 0.96405713 0.96479649 0.96581448 0.96709433
 0.96861495 0.97035132 0.97227483 0.97435386 0.9765542  0.97883968
 0.98117275 0.98351507 0.98582821 0.9880742  0.9902162  0.99221909
 0.99405004 0.99567907 0.99707948 0.99822835 0.99910687 0.99970066
 1.         1.         0.99970066 0.99910687 0.99822835 0.99707948
 0.99567907 0.99405004 0.99221909 0.9902162  0.9880742  0.98582821
 0.98351507 0.98117275 0.97883968 0.9765542  0.97435386 0.97227483
 0.97035132 0.96861495 0.96709433 0.96581448 0.96479649 0.96405713
 0.96360858 0.96345824]"
"[2.43, 0.0]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1.]"
"[1.35, 2.03]","[1.         0.99888125 0.99554352 0.99004213 0.98246819 0.97294707
 0.96163623 0.94872257 0.93441924 0.91896201 0.90260538 0.88561828
 0.86827966 0.85087393 0.83368629 0.81699819 0.80108277 0.78620049
 0.77259494 0.76048895 0.75008091 0.74154156 0.7350111  0.73059686
 0.72837143 0.72837143 0.73059686 0.7350111  0.74154156 0.75008091
 0.76048895 0.77259494 0.78620049 0.80108277 0.81699819 0.83368629
 0.85087393 0.86827966 0.88561828 0.90260538 0.91896201 0.93441924
 0.94872257 0.96163623 0.97294707 0.98246819 0.99004213 0.99554352
 0.99888125 1.        ]"
"[1.59, 1.38]","[0.87641774 0.87692788 0.87844979 0.88095813 0.88441112 0.88875132
 0.89390661 0.89979142 0.90630824 0.91334926 0.92079818 0.9285322
 0.93642403 0.94434402 0.95216224 0.95975068 0.96698525 0.97374778
 0.979928   0.98542519 0.99014986 0.99402518 0.99698813 0.99899058
 1.         1.         0.99899058 0.99698813 0.99402518 0.99014986
 0.98542519 0.979928   0.97374778 0.96698525 0.95975068 0.95216224
 0.94434402 0.93642403 0.9285322  0.92079818 0.91334926 0.90630824
 0.89979142 0.89390661 0.88875132 0.88441112 0.88095813 0.87844979
 0.87692788 0.87641774]"
"[2.38, 2.28]","[0.35260576 0.35529177 0.36329935 0.37647976 0.39459289 0.4173172
 0.44426039 0.47496957 0.50893992 0.54562204 0.58442837 0.62473956
 0.66591128 0.70728214 0.7481827  0.78794578 0.82591754 0.86146905
 0.89400795 0.92298954 0.9479271  0.96840096 0.98406618 0.99465872
 1.         1.         0.99465872 0.98406618 0.96840096 0.9479271
 0.92298954 0.89400795 0.86146905 0.82591754 0.78794578 0.7481827
 0.70728214 0.66591128 0.62473956 0.58442837 0.54562204 0.50893992
 0.47496957 0.44426039 0.4173172  0.39459289 0.37647976 0.36329935
 0.35529177 0.35260576]"
"[2.07, 2.29]","[0.55568849 0.55750883 0.56293965 0.57189096 0.58421487 0.59970854
 0.618118   0.63914266 0.66244024 0.68763224 0.7143096  0.7420389
 0.77036878 0.79883688 0.82697707 0.85432695 0.88043549 0.90487074
 0.92722725 0.94713315 0.96425669 0.97831212 0.98906461 0.99633443
 1.         1.         0.99633443 0.98906461 0.97831212 0.96425669
 0.94713315 0.92722725 0.90487074 0.88043549 0.85432695 0.82697707
 0.79883688 0.77036878 0.7420389  0.7143096  0.68763224 0.66244024
 0.63914266 0.618118   0.59970854 0.58421487 0.57189096 0.56293965
 0.55750883 0.55568849]"
"[0.67, 0.75]","[1.         0.99450114 0.97808973 0.95101886 0.91370217 0.8667017
 0.81071094 0.74653316 0.67505531 0.59721717 0.51397559 0.42626278
 0.33493584 0.24071239 0.14408077 0.04516188 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.04516188 0.14408077
 0.24071239 0.33493584 0.42626278 0.51397559 0.59721717 0.67505531
 0.74653316 0.81071094 0.8667017  0.91370217 0.95101886 0.97808973
 0.99450114 1.        ]"
"[2.81, 0.01]","[0.95272957 0.95292421 0.95350493 0.95446213 0.95577999 0.95743675
 0.95940508 0.96165249 0.96414193 0.96683238 0.96967954 0.97263656
 0.97565484 0.97868477 0.98167663 0.98458134 0.98735129 0.98994112
 0.99230842 0.99441448 0.99622486 0.99770997 0.99884556 0.99961308
 1.         1.         0.99961308 0.99884556 0.99770997 0.99622486
 0.99441448 0.99230842 0.98994112 0.98735129 0.98458134 0.98167663
 0.97868477 0.97565484 0.97263656 0.96967954 0.96683238 0.96414193
 0.96165249 0.95940508 0.95743675 0.95577999 0.95446213 0.95350493
 0.95292421 0.95272957]"
"[2.83, 2.46]","[0.21848819 0.22185785 0.23188408 0.24832774 0.27081728 0.29887914
 0.33196619 0.36947907 0.41077913 0.45519521 0.50202666 0.55054565
 0.60000043 0.64962088 0.69862646 0.74623664 0.79168331 0.83422434
 0.87315774 0.90783548 0.93767656 0.96217856 0.98092763 0.9936064
 1.         1.         0.9936064  0.98092763 0.96217856 0.93767656
 0.90783548 0.87315774 0.83422434 0.79168331 0.74623664 0.69862646
 0.64962088 0.60000043 0.55054565 0.50202666 0.45519521 0.41077913
 0.36947907 0.33196619 0.29887914 0.27081728 0.24832774 0.23188408
 0.22185785 0.21848819]"
"[0.14, 3.06]","[1.         0.99931255 0.99726146 0.99388036 0.98922468 0.98337073
 0.97641445 0.96846986 0.95966713 0.9501505  0.94007593 0.92960852
 0.91891985 0.90818519 0.89758065 0.88728031 0.87745337 0.86826138
 0.85985562 0.85237455 0.8459415  0.84066266 0.83662521 0.8338959
 0.83251986 0.83251986 0.8338959  0.83662521 0.84066266 0.8459415
 0.85237455 0.85985562 0.86826138 0.87745337 0.88728031 0.89758065
 0.90818519 0.91891985 0.92960852 0.94007593 0.9501505  0.95966713
 0.96846986 0.97641445 0.98337073 0.98922468 0.99388036 0.99726146
 0.99931255 1.        ]"
"[1.46, 0.16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.45, 0.19]","[1.         0.99680407 0.98726392 0.97152175 0.949812   0.92245772
 0.88986553 0.8525196  0.81097469 0.76584861 0.71781434 0.66759195
 0.61594079 0.56365172 0.51153975 0.46043651 0.41118249 0.36461803
 0.32157243 0.28284988 0.24921157 0.22135342 0.19988025 0.18527827
 0.17788904 0.17788904 0.18527827 0.19988025 0.22135342 0.24921157
 0.28284988 0.32157243 0.36461803 0.41118249 0.46043651 0.51153975
 0.56365172 0.61594079 0.66759195 0.71781434 0.76584861 0.81097469
 0.8525196  0.88986553 0.92245772 0.949812   0.97152175 0.98726392
 0.99680407 1.        ]"
"[2.47, 1.14]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.04825922 0.12929778 0.21041058 0.29154343
 0.37227602 0.4519483  0.52973962 0.60472544 0.6759229  0.74233054
 0.80296412 0.85688922 0.90325028 0.94129584 0.97039967 0.9900776
 1.         1.         0.9900776  0.97039967 0.94129584 0.90325028
 0.85688922 0.80296412 0.74233054 0.6759229  0.60472544 0.52973962
 0.4519483  0.37227602 0.29154343 0.21041058 0.12929778 0.04825922
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.06, 1.3]","[1.         0.99523133 0.98100748 0.95757353 0.92533324 0.8848415
 0.83679274 0.78200477 0.72139771 0.6559677  0.58675614 0.51481492
 0.44116873 0.36677483 0.29247964 0.21896816 0.14669588 0.07577862
 0.00578145 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00578145 0.07577862 0.14669588 0.21896816 0.29247964
 0.36677483 0.44116873 0.51481492 0.58675614 0.6559677  0.72139771
 0.78200477 0.83679274 0.8848415  0.92533324 0.95757353 0.98100748
 0.99523133 1.        ]"
"[2.54, 2.77]","[0.60775901 0.60936742 0.61416604 0.62207556 0.63296548 0.64665661
 0.66292429 0.68150228 0.70208726 0.72434364 0.74790884 0.77239892
 0.79741444 0.82254671 0.84738422 0.87151924 0.89455451 0.91610984
 0.93582862 0.95338387 0.96848395 0.9808776  0.99035836 0.99676814
 1.         1.         0.99676814 0.99035836 0.9808776  0.96848395
 0.95338387 0.93582862 0.91610984 0.89455451 0.87151924 0.84738422
 0.82254671 0.79741444 0.77239892 0.74790884 0.72434364 0.70208726
 0.68150228 0.66292429 0.64665661 0.63296548 0.62207556 0.61416604
 0.60936742 0.60775901]"
"[1.1, 1.54]","[1.         0.99682979 0.98737182 0.97178302 0.95032142 0.923341
 0.89128458 0.85467509 0.81410527 0.77022641 0.72373636 0.67536749
 0.62587497 0.57602612 0.52659112 0.47833553 0.43201459 0.38836902
 0.34812123 0.31197061 0.2805853  0.25458824 0.23453552 0.22088747
 0.2139761  0.2139761  0.22088747 0.23453552 0.25458824 0.2805853
 0.31197061 0.34812123 0.38836902 0.43201459 0.47833553 0.52659112
 0.57602612 0.62587497 0.67536749 0.72373636 0.77022641 0.81410527
 0.85467509 0.89128458 0.923341   0.95032142 0.97178302 0.98737182
 0.99682979 1.        ]"
"[0.99, 1.98]","[1.         0.99738836 0.98959748 0.97675866 0.95908815 0.93688319
 0.91051657 0.88042975 0.84712458 0.81115396 0.77311159 0.73362124
 0.69332588 0.65287706 0.61292501 0.57410948 0.53705167 0.50234688
 0.47055785 0.44220787 0.41777346 0.39767574 0.38227065 0.37183827
 0.36657243 0.36657243 0.37183827 0.38227065 0.39767574 0.41777346
 0.44220787 0.47055785 0.50234688 0.53705167 0.57410948 0.61292501
 0.65287706 0.69332588 0.73362124 0.77311159 0.81115396 0.84712458
 0.88042975 0.91051657 0.93688319 0.95908815 0.97675866 0.98959748
 0.99738836 1.        ]"
"[1.44, 0.21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[2.38, 1.96]","[0.17480037 0.17840336 0.18911268 0.20664381 0.2305645  0.26033929
 0.29536755 0.33500809 0.37859068 0.42541883 0.47476862 0.52588748
 0.57799526 0.63028872 0.68194968 0.73215631 0.780097   0.82498566
 0.86607755 0.90268477 0.93419055 0.96006183 0.97985984 0.99324838
 1.         1.         0.99324838 0.97985984 0.96006183 0.93419055
 0.90268477 0.86607755 0.82498566 0.780097   0.73215631 0.68194968
 0.63028872 0.57799526 0.52588748 0.47476862 0.42541883 0.37859068
 0.33500809 0.29536755 0.26033929 0.2305645  0.20664381 0.18911268
 0.17840336 0.17480037]"
"[0.41, 3.08]","[1.         0.9996144  0.99846393 0.99656753 0.9939564  0.99067348
 0.98677277 0.98231841 0.97738363 0.97204953 0.96640377 0.96053907
 0.95455177 0.94854018 0.94260297 0.9368376  0.93133867 0.92619643
 0.92149522 0.91731219 0.91371596 0.91076551 0.90850925 0.9069842
 0.90621537 0.90621537 0.9069842  0.90850925 0.91076551 0.91371596
 0.91731219 0.92149522 0.92619643 0.93133867 0.9368376  0.94260297
 0.94854018 0.95455177 0.96053907 0.96640377 0.97204953 0.97738363
 0.98231841 0.98677277 0.99067348 0.9939564  0.99656753 0.99846393
 0.9996144  1.        ]"
"[2.23, 3.14]","[0.99867399 0.99867943 0.99869569 0.99872249 0.99875939 0.99880578
 0.99886091 0.99892387 0.99899362 0.99906902 0.99914883 0.99923174
 0.9993164  0.9994014  0.99948535 0.99956688 0.99964465 0.99971738
 0.99978387 0.99984304 0.9998939  0.99993564 0.99996755 0.99998912
 1.         1.         0.99998912 0.99996755 0.99993564 0.9998939
 0.99984304 0.99978387 0.99971738 0.99964465 0.99956688 0.99948535
 0.9994014  0.9993164  0.99923174 0.99914883 0.99906902 0.99899362
 0.99892387 0.99886091 0.99880578 0.99875939 0.99872249 0.99869569
 0.99867943 0.99867399]"
"[3.1, 0.2]","[0.55460193 0.55646348 0.56201495 0.57115771 0.58373029 0.5995125
 0.61823071 0.63956396 0.66315052 0.68859478 0.71547409 0.74334574
 0.77175378 0.80023593 0.82833042 0.85558279 0.88155273 0.90582072
 0.92799457 0.94771559 0.9646644  0.97856617 0.9891952  0.99637876
 1.         1.         0.99637876 0.9891952  0.97856617 0.9646644
 0.94771559 0.92799457 0.90582072 0.88155273 0.85558279 0.82833042
 0.80023593 0.77175378 0.74334574 0.71547409 0.68859478 0.66315052
 0.63956396 0.61823071 0.5995125  0.58373029 0.57115771 0.56201495
 0.55646348 0.55460193]"
"[1.59, 0.53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[3.12, 1.99]","[0.         0.         0.         0.         0.         0.
 0.01546071 0.07899319 0.1447678  0.21272313 0.28253529 0.35367201
 0.42543545 0.49699759 0.56743288 0.63575057 0.70092758 0.76194132
 0.81780154 0.86757978 0.91043545 0.94563772 0.97258305 0.99080831
 1.         1.         0.99080831 0.97258305 0.94563772 0.91043545
 0.86757978 0.81780154 0.76194132 0.70092758 0.63575057 0.56743288
 0.49699759 0.42543545 0.35367201 0.28253529 0.21272313 0.1447678
 0.07899319 0.01546071 0.         0.         0.         0.
 0.         0.        ]"
"[2.95, 2.46]","[0.15046854 0.1542568  0.16550697 0.18389353 0.20892653 0.24000705
 0.27647385 0.31763282 0.36277034 0.41115573 0.46203887 0.51464754
 0.56818708 0.62184349 0.67479037 0.72619922 0.77525232 0.8211574
 0.86316309 0.90057423 0.93276631 0.95919851 0.97942472 0.99310254
 1.         1.         0.99310254 0.97942472 0.95919851 0.93276631
 0.90057423 0.86316309 0.8211574  0.77525232 0.72619922 0.67479037
 0.62184349 0.56818708 0.51464754 0.46203887 0.41115573 0.36277034
 0.31763282 0.27647385 0.24000705 0.20892653 0.18389353 0.16550697
 0.1542568  0.15046854]"
"[2.8, 2.26]","[0.10524329 0.10931602 0.12138565 0.14103937 0.16767991 0.20061256
 0.2391082  0.28243354 0.32985628 0.3806371  0.43401855 0.48921631
 0.54541559 0.60177329 0.65742553 0.71149975 0.76312994 0.81147402
 0.85573179 0.89516248 0.92910093 0.95697175 0.97830106 0.99272571
 1.         1.         0.99272571 0.97830106 0.95697175 0.92910093
 0.89516248 0.85573179 0.81147402 0.76312994 0.71149975 0.65742553
 0.60177329 0.54541559 0.48921631 0.43401855 0.3806371  0.32985628
 0.28243354 0.2391082  0.20061256 0.16767991 0.14103937 0.12138565
 0.10931602 0.10524329]"
"[2.17, 1.03]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08293126 0.17090464 0.25841236
 0.34490789 0.42968648 0.5119278  0.59073432 0.66516627 0.73427397
 0.79712809 0.85284785 0.90062672 0.9397555  0.9696421  0.98982786
 1.         1.         0.98982786 0.9696421  0.9397555  0.90062672
 0.85284785 0.79712809 0.73427397 0.66516627 0.59073432 0.5119278
 0.42968648 0.34490789 0.25841236 0.17090464 0.08293126 0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.16, 2.95]","[1.         0.99964447 0.99858375 0.99683531 0.99442796 0.99140136
 0.98780535 0.98369915 0.97915035 0.9742338  0.96903037 0.96362563
 0.9581084  0.95256931 0.94709931 0.94178817 0.936723   0.93198684
 0.92765732 0.92380534 0.92049399 0.91777745 0.91570018 0.91429617
 0.91358837 0.91358837 0.91429617 0.91570018 0.91777745 0.92049399
 0.92380534 0.92765732 0.93198684 0.936723   0.94178817 0.94709931
 0.95256931 0.9581084  0.96362563 0.96903037 0.9742338  0.97915035
 0.98369915 0.98780535 0.99140136 0.99442796 0.99683531 0.99858375
 0.99964447 1.        ]"
"[0.74, 2.56]","[1.         0.99805289 0.99224416 0.98267105 0.96949378 0.9529328
 0.93326498 0.91081872 0.88596819 0.85912673 0.83073947 0.80127561
 0.77122025 0.74106627 0.71130622 0.68242455 0.65489022 0.62914972
 0.60562051 0.5846849  0.56668421 0.55191326 0.54061525 0.53297718
 0.52912603 0.52912603 0.53297718 0.54061525 0.55191326 0.56668421
 0.5846849  0.60562051 0.62914972 0.65489022 0.68242455 0.71130622
 0.74106627 0.77122025 0.80127561 0.83073947 0.85912673 0.88596819
 0.91081872 0.93326498 0.9529328  0.96949378 0.98267105 0.99224416
 0.99805289 1.        ]"
"[1.22, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[2.85, 1.42]","[0.         0.         0.         0.         0.         0.
 0.         0.03055065 0.10244244 0.17525461 0.24923906 0.324156
 0.39945825 0.47439068 0.54805449 0.61945692 0.6875547  0.75129415
 0.80964826 0.86165017 0.9064223  0.94320057 0.97135338 0.99039594
 1.         1.         0.99039594 0.97135338 0.94320057 0.9064223
 0.86165017 0.80964826 0.75129415 0.6875547  0.61945692 0.54805449
 0.47439068 0.39945825 0.324156   0.24923906 0.17525461 0.10244244
 0.03055065 0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.79, 2.1]","[1.         0.99707001 0.98832959 0.97392653 0.95410432 0.92919793
 0.8996277  0.86589164 0.82855584 0.7882436  0.74562327 0.70139544
 0.65628001 0.61100375 0.56628893 0.52284349 0.48135296 0.44247407
 0.40682953 0.37500288 0.34753226 0.32490164 0.30752841 0.2957479
 0.2897964  0.2897964  0.2957479  0.30752841 0.32490164 0.34753226
 0.37500288 0.40682953 0.44247407 0.48135296 0.52284349 0.56628893
 0.61100375 0.65628001 0.70139544 0.74562327 0.7882436  0.82855584
 0.86589164 0.8996277  0.92919793 0.95410432 0.97392653 0.98832959
 0.99707001 1.        ]"
"[1.6, 1.91]","[0.92291195 0.92322869 0.92417371 0.9257315  0.92787646 0.9305734
 0.93377801 0.93743771 0.94149239 0.94587551 0.9505151  0.955335
 0.96025609 0.96519758 0.97007833 0.97481823 0.97933942 0.98356766
 0.98743352 0.99087348 0.99383104 0.9962576  0.9981133  0.99936764
 1.         1.         0.99936764 0.9981133  0.9962576  0.99383104
 0.99087348 0.98743352 0.98356766 0.97933942 0.97481823 0.97007833
 0.96519758 0.96025609 0.955335   0.9505151  0.94587551 0.94149239
 0.93743771 0.93377801 0.9305734  0.92787646 0.9257315  0.92417371
 0.92322869 0.92291195]"
"[1.72, 2.8]","[0.93523886 0.93550473 0.93629797 0.93760559 0.93940619 0.94167028
 0.94436077 0.94743358 0.95083836 0.95451928 0.95841599 0.96246456
 0.96659855 0.97075011 0.97485104 0.97883399 0.9826335  0.9861871
 0.98943637 0.99232785 0.99481398 0.99685384 0.99841386 0.99946837
 1.         1.         0.99946837 0.99841386 0.99685384 0.99481398
 0.99232785 0.98943637 0.9861871  0.9826335  0.97883399 0.97485104
 0.97075011 0.96659855 0.96246456 0.95841599 0.95451928 0.95083836
 0.94743358 0.94436077 0.94167028 0.93940619 0.93760559 0.93629797
 0.93550473 0.93523886]"
"[2.97, 2.18]","[0.         0.         0.         0.00906984 0.0434098  0.08451849
 0.13128462 0.1828101  0.23831998 0.29708354 0.35836135 0.42137553
 0.48529743 0.54924771 0.61230557 0.67352437 0.73195159 0.78665127
 0.83672702 0.88134439 0.91975112 0.95129478 0.97543715 0.99176539
 1.         1.         0.99176539 0.97543715 0.95129478 0.91975112
 0.88134439 0.83672702 0.78665127 0.73195159 0.67352437 0.61230557
 0.54924771 0.48529743 0.42137553 0.35836135 0.29708354 0.23831998
 0.1828101  0.13128462 0.08451849 0.0434098  0.00906984 0.
 0.         0.        ]"
"[0.96, 0.91]","[1.         0.99443598 0.97782652 0.95041706 0.91260883 0.86494721
 0.80810562 0.74286519 0.67009028 0.59070014 0.50563652 0.41582673
 0.32214086 0.22534059 0.12601448 0.02449152 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02449152 0.12601448
 0.22534059 0.32214086 0.41582673 0.50563652 0.59070014 0.67009028
 0.74286519 0.80810562 0.86494721 0.91260883 0.95041706 0.97782652
 0.99443598 1.        ]"
"[0.76, 2.38]","[1.         0.99763693 0.99058744 0.97897    0.96297981 0.94288549
 0.91902436 0.89179648 0.86165737 0.82910973 0.79469426 0.75897984
 0.72255348 0.68601028 0.64994379 0.614937   0.58155399 0.55033243
 0.52177657 0.49635058 0.47447192 0.45650444 0.44275128 0.43344778
 0.42875507 0.42875507 0.43344778 0.44275128 0.45650444 0.47447192
 0.49635058 0.52177657 0.55033243 0.58155399 0.614937   0.64994379
 0.68601028 0.72255348 0.75897984 0.79469426 0.82910973 0.86165737
 0.89179648 0.91902436 0.94288549 0.96297981 0.97897    0.99058744
 0.99763693 1.        ]"
"[1.22, 1.86]","[1.         0.9980216  0.99211939 0.98239173 0.96900056 0.95216853
 0.93217496 0.90935092 0.88407327 0.85675818 0.82785389 0.79783319
 0.7671857  0.73641003 0.70600612 0.67646779 0.64827545 0.62188914
 0.59774169 0.57623208 0.55771882 0.54251347 0.53087449 0.52300151
 0.51903054 0.51903054 0.52300151 0.53087449 0.54251347 0.55771882
 0.57623208 0.59774169 0.62188914 0.64827545 0.67646779 0.70600612
 0.73641003 0.7671857  0.79783319 0.82785389 0.85675818 0.88407327
 0.90935092 0.93217496 0.95216853 0.96900056 0.98239173 0.99211939
 0.9980216  1.        ]"
"[1.28, 0.59]","[1.         0.95118547 0.8051091  0.56285395 0.22616275 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.22616275 0.56285395 0.8051091
 0.95118547 1.        ]"
"[2.26, 1.05]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.00477222 0.09184026 0.17855104 0.26476465
 0.35004067 0.43372779 0.51502879 0.59305083 0.66684738 0.73545506
 0.79792701 0.85336342 0.90093904 0.93992754 0.96972229 0.98985329
 1.         1.         0.98985329 0.96972229 0.93992754 0.90093904
 0.85336342 0.79792701 0.73545506 0.66684738 0.59305083 0.51502879
 0.43372779 0.35004067 0.26476465 0.17855104 0.09184026 0.00477222
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[2.07, 1.22]","[0.         0.         0.         0.         0.         0.00569311
 0.05993986 0.11923976 0.1824918  0.24872068 0.31701599 0.38648972
 0.45625188 0.52540036 0.59302113 0.65819564 0.72001314 0.77758618
 0.83006773 0.87666897 0.91667665 0.94946919 0.97453109 0.99146478
 1.         1.         0.99146478 0.97453109 0.94946919 0.91667665
 0.87666897 0.83006773 0.77758618 0.72001314 0.65819564 0.59302113
 0.52540036 0.45625188 0.38648972 0.31701599 0.24872068 0.1824918
 0.11923976 0.05993986 0.00569311 0.         0.         0.
 0.         0.        ]"
"[2.24, 0.62]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08759011 0.21217091 0.33032929 0.44161036 0.54530521 0.6405637
 0.72647492 0.80212815 0.86666103 0.91929829 0.95938302 0.98640119
 1.         1.         0.98640119 0.95938302 0.91929829 0.86666103
 0.80212815 0.72647492 0.6405637  0.54530521 0.44161036 0.33032929
 0.21217091 0.08759011 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.74, 2.25]","[0.8070628  0.80785385 0.81021407 0.81410492 0.81946286 0.82620037
 0.83420738 0.84335308 0.85348797 0.86444633 0.87604886 0.88810559
 0.90041896 0.91278701 0.92500668 0.93687715 0.94820314 0.95879813
 0.96848748 0.97711132 0.98452726 0.99061277 0.99526723 0.99841366
 1.         1.         0.99841366 0.99526723 0.99061277 0.98452726
 0.97711132 0.96848748 0.95879813 0.94820314 0.93687715 0.92500668
 0.91278701 0.90041896 0.88810559 0.87604886 0.86444633 0.85348797
 0.84335308 0.83420738 0.82620037 0.81946286 0.81410492 0.81021407
 0.80785385 0.8070628 ]"
"[0.0, 0.78]","[1.         0.99591253 0.9837198  0.96362937 0.93598251 0.901247
 0.86000703 0.81295008 0.76085104 0.7045539  0.64495168 0.5829656
 0.51952459 0.45554669 0.39192385 0.32951201 0.26912874 0.21156101
 0.1575868  0.10801437 0.06374042 0.02581753 0.         0.
 0.         0.         0.         0.         0.02581753 0.06374042
 0.10801437 0.1575868  0.21156101 0.26912874 0.32951201 0.39192385
 0.45554669 0.51952459 0.5829656  0.64495168 0.7045539  0.76085104
 0.81295008 0.86000703 0.901247   0.93598251 0.96362937 0.9837198
 0.99591253 1.        ]"
